order_id,origin_id,origin_lat,origin_lng,dest_id,dest_lat,dest_lng,trip_distance,start_time,origin_grid_id,dest_grid_id,itinerary_node_list,itinerary_segment_dis_list,trip_time,designed_reward,cancel_prob,selected_mode,mode_prob_SAV,mode_prob_Taxi,mode_prob_Metro,mode_prob_Bus,trip_cost,trip_travel_time,trip_waiting_time,user_gender,user_age,user_income,user_education,user_household_size,user_car_ownership,user_pt_accessibility,user_shared_mobility_freq,user_av_experience,user_sm_experience,user_sm_willingness,user_major,user_region,Gender_encoded,Age_encoded,Income_encoded,Education_encoded,Household_Size_encoded,Car_Ownership_encoded,PT_Accessibility_encoded,Shared_Mobility_Frequency_encoded,AV_Experience_encoded,SM_Experience_encoded,SM_Willingness_encoded,Major_encoded,Region_encoded,source_scenario
2178,699210,22.3698388,114.1334254,703894,22.4830296,114.1009539,9.671058705324796,26020,45,47,"[699210, 703894]",[9.67],644.737247,74.8,0.05,SAV,0.557,0.1341,0.2824,0.0265,20,7,3,Male,18-24,$31100??48500,Bachelor's degree,1,Yes,High,Sometimes,Yes,No,No,Engineering/Architecture,Hong Kong Island,1,21,39800,3,1,1,3,2,1,0,0,1,1,Scenario_4.3
2179,704352,22.2993008,114.1801317,700333,22.4271595,114.2004537,12.400179688058925,26261,53,56,"[704352, 700333]",[12.40],826.6786459,97.26,0.05,SAV,0.1156,0.3778,0.2367,0.27,40,16,5,Male,55-64,$31100??48500,Some college/Associate,4,No,Low,Never,Yes,Yes,Yes,Social Sciences,Sha Tin,1,59,39800,2,4,0,1,0,1,1,1,3,7,Scenario_4.4
2180,695578,22.3761601,113.9931193,708689,22.3288542,114.1628411,18.22958157169085,35708,25,54,"[695578, 708689]",[18.23],1215.3054381127233,110.93,0.05,SAV,0.1794,0.1302,0.577,0.1134,20,7,3,Male,45-54,Less than $10400,Graduate degree,2,No,Medium,Sometimes,Yes,No,Yes,Science/Technology,New Territories East,1,49,5200,4,2,0,2,2,1,0,1,4,3,Scenario_4.3
2181,700596,22.2845819,114.147355,706080,22.263442,114.1283235,3.059491306748167,35425,43,43,"[700596, 706080]",[3.06],203.96608711654443,26.69,0.05,SAV,0.5545,0.1695,0.2224,0.0537,50,35,3,Female,25-34,$31100??48500,Bachelor's degree,1,Yes,Low,Rarely,Yes,No,No,Engineering/Architecture,Tsuen Wan,0,29,39800,3,1,1,1,1,1,0,0,1,9,Scenario_4.2
2182,700374,22.4460787,114.0602591,703229,22.4495301,114.1659007,10.86350876112364,31223,36,56,"[700374, 703229]",[10.86],724.2339174082426,82.13,0.05,SAV,0.228,0.1605,0.3046,0.3069,240,40,10,Male,35-44,$19800??31100,Graduate degree,4,Yes,Medium,Sometimes,Yes,Yes,Yes,Engineering/Architecture,Hong Kong Island,1,39,25450,4,4,1,2,2,1,1,1,1,1,Scenario_4.1
2183,706578,22.2787813,114.1891498,706070,22.2929868,113.9254833,27.174331401303654,34951,53,13,"[706578, 706070]",[27.17],1811.6220934202436,242.42,0.05,SAV,0.3067,0.3676,0.1606,0.1651,20,7,3,Female,35-44,$48500 or more,Bachelor's degree,4,No,Medium,Never,Yes,Yes,Yes,Science/Technology,Kowloon,0,39,60000,3,4,0,2,0,1,1,1,4,2,Scenario_4.3
2184,706279,22.3099839,114.1663078,706572,22.4302836,114.0994875,15.038155310744722,21980,54,46,"[706279, 706572]",[15.04],1002.5436873829815,115.21,0.05,SAV,0.1789,0.313,0.336,0.1721,20,7,3,Male,65 and above,$14300??19800,Bachelor's degree,2,Yes,High,Never,Yes,Yes,Yes,Science/Technology,Kowloon,1,68,17050,3,2,1,3,0,1,1,1,4,2,Scenario_4.3
2185,702985,22.3301275,114.2259775,704575,22.3392222,114.1321717,5.247218268992309,26210,64,44,"[702985, 704575]",[5.25],349.8145512661539,40.86,0.05,SAV,0.2027,0.2464,0.415,0.1359,20,7,3,Male,55-64,$19800??31100,High school or below,1,Yes,Low,Rarely,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,1,59,25450,1,1,1,1,1,1,0,1,1,1,Scenario_4.3
2186,700574,22.4171614,114.267638,705294,22.262008,114.2324042,17.62874357095781,31370,66,63,"[700574, 705294]",[17.63],1175.2495713971873,107.02,0.05,SAV,0.4445,0.0991,0.2948,0.1616,40,16,5,Female,25-34,Less than $10400,Some college/Associate,3,No,High,Rarely,Yes,Yes,Yes,Engineering/Architecture,Sai Kung,0,29,5200,2,3,0,3,1,1,1,1,1,6,Scenario_4.4
2187,707534,22.3089225,114.1620267,707015,22.3734299,113.9625302,13.126492204122876,31452,54,25,"[707534, 707015]",[13.13],875.0994802748585,80.55,0.05,SAV,0.3968,0.0838,0.2898,0.2297,20,7,3,Female,Under 18,Less than $10400,Some college/Associate,3,No,Medium,Sometimes,Yes,Yes,Yes,Science/Technology,New Territories East,0,16,5200,2,3,0,2,2,1,1,1,4,3,Scenario_4.3
2188,707233,22.4421756,114.0855208,704137,22.4955962,114.1408298,9.856899757139999,29368,46,47,"[707233, 704137]",[9.86],657.1266505,72.09,0.05,SAV,0.3771,0.18,0.1538,0.2891,40,16,5,Female,25-34,$31100??48500,Some college/Associate,3,Yes,Low,Sometimes,No,Yes,Yes,Arts/Humanities,Hong Kong Island,0,29,39800,2,3,1,1,2,0,1,1,5,1,Scenario_4.4
2189,706339,22.2878229,114.0054771,710063,22.3627597,114.1360933,15.809368569235584,23562,23,45,"[706339, 710063]",[15.81],1053.9579046157057,120.88,0.05,SAV,0.3743,0.1499,0.311,0.1648,20,7,3,Male,25-34,$14300??19800,Bachelor's degree,3,Yes,High,Often,Yes,Yes,Yes,Science/Technology,Kowloon,1,29,17050,3,3,1,3,3,1,1,1,4,2,Scenario_4.3
2190,703141,22.4974383,114.1490247,705507,22.299337,113.9320709,31.34806491976053,29237,47,13,"[703141, 705507]",[31.35],2089.870994650702,229.27,0.05,SAV,0.6029,0.1423,0.1622,0.0926,40,16,5,Female,25-34,$19800??31100,Bachelor's degree,1,Yes,Medium,Never,Yes,Yes,Yes,Business/Finance,Islands,0,29,25450,3,1,1,2,0,1,1,1,2,5,Scenario_4.4
2191,706805,22.3887309,114.2064177,706222,22.335332,114.2038462,5.943572149550086,33810,55,54,"[706805, 706222]",[5.94],396.23814330333903,57.47,0.05,SAV,0.6479,0.1788,0.1407,0.0326,40,16,5,Female,18-24,$48500 or more,Bachelor's degree,2,Yes,Medium,Very often,Yes,No,No,Arts/Humanities,Hong Kong Island,0,21,60000,3,2,1,2,4,1,0,0,5,1,Scenario_4.4
2192,708588,22.3363383,114.1105137,710986,22.3145425,113.9516091,10.424584869740563,22607,44,24,"[708588, 710986]",[10.42],694.9723246493709,75.6,0.05,SAV,0.3935,0.1716,0.2443,0.1906,40,16,5,Male,25-34,$19800??31100,Bachelor's degree,1,Yes,Medium,Never,No,Yes,Yes,Arts/Humanities,Tuen Mun,1,29,25450,3,1,1,2,0,0,1,1,5,8,Scenario_4.4
2193,705377,22.4222327,114.0220752,711825,22.3958812,113.9745071,5.700616867007473,28967,36,25,"[705377, 711825]",[5.70],380.0411244671649,47.53,0.05,SAV,0.2118,0.1391,0.1638,0.4853,240,40,10,Female,25-34,$19800??31100,Some college/Associate,4,Yes,Medium,Never,Yes,Yes,Yes,Business/Finance,New Territories East,0,29,25450,2,4,1,2,0,1,1,1,2,3,Scenario_4.1
2194,702940,22.4291727,114.2401061,708146,22.3723384,114.1105649,26.73443717772022,29796,66,45,"[702940, 708146]",[26.73],1782.2958118480149,201.65,0.05,SAV,0.5017,0.0643,0.3655,0.0685,50,35,3,Male,Under 18,$10400??14300,Bachelor's degree,1,Yes,Medium,Often,Yes,No,Yes,Engineering/Architecture,Kowloon,1,16,12350,3,1,1,2,3,1,0,1,1,2,Scenario_4.2
2195,702129,22.4198975,114.0309372,706164,22.3289336,114.1887455,19.12079694260062,25012,36,54,"[702129, 706164]",[19.12],1274.7197961733748,144.74,0.05,SAV,0.6499,0.0891,0.1462,0.1147,240,40,10,Female,Under 18,$31100??48500,Some college/Associate,2,Yes,High,Sometimes,Yes,Yes,Yes,Business/Finance,Kowloon,0,16,39800,2,2,1,3,2,1,1,1,2,2,Scenario_4.1
2196,703634,22.3331785,114.108591,706924,22.4102103,114.0265844,12.01972345083928,32293,44,36,"[703634, 706924]",[12.02],801.3148967226186,86.31,0.05,SAV,0.1733,0.1174,0.3124,0.397,240,40,10,Female,45-54,$19800??31100,Bachelor's degree,4,Yes,Low,Often,No,No,Yes,Engineering/Architecture,Hong Kong Island,0,49,25450,3,4,1,1,3,0,0,1,1,1,Scenario_4.1
2197,700581,22.4011465,113.971319,709260,22.4578831,114.1584358,19.618332359951385,23674,26,57,"[700581, 709260]",[19.62],1307.8888239967591,178.08,0.05,SAV,0.6621,0.1511,0.1364,0.0505,50,35,3,Female,25-34,$48500 or more,High school or below,2,No,High,Rarely,Yes,Yes,Yes,Engineering/Architecture,Tsuen Wan,0,29,60000,1,2,0,3,1,1,1,1,1,9,Scenario_4.2
2198,704003,22.4262623,114.2638852,708374,22.3699387,114.1082393,31.566314685477213,22490,66,45,"[704003, 708374]",[31.57],2104.420979031814,230.55,0.05,SAV,0.1746,0.1031,0.3056,0.4167,240,40,10,Female,25-34,$19800??31100,High school or below,4,No,Low,Often,Yes,No,Yes,Science/Technology,Hong Kong Island,0,29,25450,1,4,0,1,3,1,0,1,4,1,Scenario_4.1
2199,706901,22.2686118,114.2388689,715030,22.3231581,114.1842335,11.844777660283091,31778,63,54,"[706901, 715030]",[11.84],789.6518440188727,110.67,0.05,SAV,0.5258,0.2149,0.1903,0.069,40,16,5,Male,18-24,$48500 or more,High school or below,2,Yes,Medium,Often,Yes,No,Yes,Business/Finance,Tsuen Wan,1,21,60000,1,2,1,2,3,1,0,1,2,9,Scenario_4.4
2200,702113,22.3231806,114.2566058,706835,22.2833886,114.1932419,15.750703384473834,27315,64,53,"[702113, 706835]",[15.75],1050.0468922982557,121.88,0.05,SAV,0.2208,0.2041,0.2737,0.3014,40,16,5,Male,Under 18,$19800??31100,Bachelor's degree,5+,Yes,High,Never,Yes,No,Yes,Engineering/Architecture,Kowloon,1,16,25450,3,5,1,3,0,1,0,1,1,2,Scenario_4.4
2201,701634,22.2838955,114.1353971,715241,22.384329,114.2719779,14.692826277296433,33672,43,65,"[701634, 715241]",[14.69],979.5217518197622,112.19,0.05,SAV,0.2819,0.1562,0.1744,0.3874,20,7,3,Female,18-24,$19800??31100,Some college/Associate,5+,Yes,Low,Sometimes,Yes,Yes,Yes,Engineering/Architecture,Kowloon,0,21,25450,2,5,1,1,2,1,1,1,1,2,Scenario_4.3
2202,708265,22.3495154,114.1005698,706455,22.4414147,114.1736622,9.876200846,26324,44,56,"[708265, 706455]",[9.88],658.4133897552995,75.83,0.05,SAV,0.4206,0.1588,0.2218,0.1988,40,16,5,Female,18-24,$19800??31100,Some college/Associate,3,Yes,Medium,Often,Yes,No,Yes,Arts/Humanities,Tuen Mun,0,21,25450,2,3,1,2,3,1,0,1,5,8,Scenario_4.4
2203,702830,22.4444095,114.1685644,708998,22.3663208,114.1691043,8.683244651455642,24079,56,55,"[702830, 708998]",[8.68],578.8829767637094,54.42,0.05,SAV,0.304,0.1027,0.3193,0.2739,50,35,3,Female,18-24,Less than $10400,Graduate degree,5+,Yes,High,Sometimes,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,0,21,5200,4,5,1,3,2,1,0,1,1,1,Scenario_4.2
2204,711199,22.4948985,114.1292993,715274,22.4694983,114.1543592,3.8218367515626874,24913,47,57,"[711199, 715274]",[3.82],254.78911677084582,33.25,0.05,SAV,0.4319,0.1688,0.2831,0.1161,50,35,3,Female,25-34,$31100??48500,Bachelor's degree,2,No,Low,Rarely,Yes,No,Yes,Social Sciences,Sai Kung,0,29,39800,3,2,0,1,1,1,0,1,3,6,Scenario_4.2
2205,702436,22.2436291,114.1573971,711409,22.3276457,114.2084154,5.704567756985099,32136,52,54,"[702436, 711409]",[5.70],380.3045171,45.65,0.05,SAV,0.2656,0.3736,0.2506,0.1102,20,7,3,Male,55-64,$31100??48500,Graduate degree,2,Yes,Medium,Never,Yes,Yes,Yes,Business/Finance,Sai Kung,1,59,39800,4,2,1,2,0,1,1,1,2,6,Scenario_4.3
2206,708267,22.3428289,114.107377,709049,22.304206,114.2535256,15.634458831856525,26211,44,64,"[708267, 709049]",[15.63],1042.2972554571018,144.66,0.05,SAV,0.2692,0.4166,0.2109,0.1033,50,35,3,Female,65 and above,$48500 or more,Bachelor's degree,3,Yes,Low,Sometimes,Yes,No,Yes,Engineering/Architecture,New Territories West,0,68,60000,3,3,1,1,2,1,0,1,1,4,Scenario_4.2
2207,710639,22.3616267,114.1362055,710821,22.4589123,113.9861748,18.838330683871476,24756,45,27,"[710639, 710821]",[18.84],1255.8887122580984,137.69,0.05,SAV,0.4107,0.1435,0.3105,0.1353,20,7,3,Female,35-44,$19800??31100,Bachelor's degree,2,Yes,High,Sometimes,No,No,Yes,Science/Technology,Hong Kong Island,0,39,25450,3,2,1,3,2,0,0,1,4,1,Scenario_4.3
2208,709655,22.358444,114.0828451,710723,22.3052836,114.1697429,10.715768101719702,21720,45,54,"[709655, 710723]",[10.72],714.3845401146467,82.48,0.05,SAV,0.2194,0.2563,0.3623,0.1619,50,35,3,Male,55-64,$31100??48500,Some college/Associate,4,No,Medium,Often,Yes,Yes,Yes,Business/Finance,Hong Kong Island,1,59,39800,2,4,0,2,3,1,1,1,2,1,Scenario_4.2
2209,708523,22.3754108,114.1199347,714865,22.3162445,114.2862659,21.095385910926456,35637,45,64,"[708523, 714865]",[21.10],1406.3590607284304,160.69,0.05,SAV,0.3717,0.1506,0.3919,0.0858,50,35,3,Male,35-44,$19800??31100,Bachelor's degree,2,Yes,High,Sometimes,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,1,39,25450,3,2,1,3,2,1,0,1,1,1,Scenario_4.2
2210,712943,22.4620073,114.0017474,713839,22.4420214,114.0859205,6.581437753917823,27677,27,46,"[712943, 713839]",[6.58],438.7625169278548,48.25,0.05,SAV,0.2064,0.2313,0.2755,0.2868,20,7,3,Male,25-34,$31100??48500,Some college/Associate,3,Yes,Medium,Rarely,No,No,Yes,Arts/Humanities,Sha Tin,1,29,39800,2,3,1,2,1,0,0,1,5,7,Scenario_4.3
2211,712535,22.4558469,114.024665,711725,22.3165,114.2531108,28.13813621139937,23738,37,64,"[712535, 711725]",[28.14],1875.8757474266247,252.47,0.05,SAV,0.2188,0.498,0.2207,0.0625,40,16,5,Male,65 and above,$48500 or more,Bachelor's degree,2,Yes,High,Rarely,Yes,No,Yes,Science/Technology,Kowloon,1,68,60000,3,2,1,3,1,1,0,1,4,2,Scenario_4.4
2212,710478,22.3495632,114.1538729,709519,22.3225995,114.2164395,12.479218155104547,33800,54,54,"[710478, 709519]",[12.48],831.9478770069697,90.9,0.05,SAV,0.675,0.0706,0.2152,0.0392,40,16,5,Female,18-24,$31100??48500,Bachelor's degree,1,No,High,Very often,No,No,Yes,Other,Sai Kung,0,21,39800,3,1,0,3,4,0,0,1,6,6,Scenario_4.4
2213,706393,22.4383283,114.0219705,715671,22.2772155,114.1887322,24.799924726815828,24189,36,53,"[706393, 715671]",[24.80],1653.3283151210553,149.18,0.05,SAV,0.5972,0.0685,0.2143,0.12,40,16,5,Female,18-24,Less than $10400,Bachelor's degree,2,Yes,Low,Very often,Yes,Yes,Yes,Business/Finance,New Territories West,0,21,5200,3,2,1,1,4,1,1,1,2,4,Scenario_4.4
2214,709911,22.3237803,114.202109,710398,22.3333981,114.194474,1.3268187682915238,29060,54,54,"[709911, 710398]",[1.33],88.45458455276825,13,0.05,SAV,0.3808,0.1998,0.2983,0.1211,50,35,3,Male,25-34,$31100??48500,High school or below,2,Yes,High,Rarely,Yes,No,Yes,Business/Finance,New Territories East,1,29,39800,1,2,1,3,1,1,0,1,2,3,Scenario_4.2
2215,705300,22.3257131,114.1868276,719332,22.3203656,114.1697774,1.851869986098043,28058,54,54,"[705300, 719332]",[1.85],123.45799907320287,17.34,0.05,SAV,0.4918,0.1198,0.2335,0.1549,40,16,5,Female,18-24,$19800??31100,Bachelor's degree,4,No,Medium,Sometimes,Yes,Yes,Yes,Engineering/Architecture,Hong Kong Island,0,21,25450,3,4,0,2,2,1,1,1,1,1,Scenario_4.4
2216,705117,22.44581,114.1280481,715673,22.3569033,114.2502563,9.985760445938554,33856,46,65,"[705117, 715673]",[9.99],665.7173630625704,90.82,0.05,SAV,0.2932,0.4052,0.1261,0.1755,40,16,5,Female,25-34,$48500 or more,Graduate degree,4,Yes,Medium,Never,Yes,No,Yes,Arts/Humanities,Sha Tin,0,29,60000,4,4,1,2,0,1,0,1,5,7,Scenario_4.4
2217,707818,22.501641,114.1176839,714316,22.3790123,114.2576045,19.81731500979357,22234,48,65,"[707818, 714316]",[19.82],1321.154333986238,144.55,0.05,SAV,0.5281,0.0846,0.2818,0.1055,40,16,5,Female,25-34,$14300??19800,Graduate degree,1,Yes,Low,Very often,No,No,Yes,Arts/Humanities,Islands,0,29,17050,4,1,1,1,4,0,0,1,5,5,Scenario_4.4
2218,708260,22.2655497,114.0005385,719288,22.352367,114.1070513,14.603176152967166,34939,23,45,"[708260, 719288]",[14.60],973.5450768644777,111.53,0.05,SAV,0.4373,0.213,0.207,0.1426,50,35,3,Female,25-34,$19800??31100,Graduate degree,2,Yes,Medium,Never,Yes,Yes,No,Other,Kowloon,0,29,25450,4,2,1,2,0,1,1,0,6,2,Scenario_4.2
2219,707334,22.325658,114.1778509,720262,22.4292389,113.9941526,22.12279747611926,32812,54,26,"[707334, 720262]",[22.12],1474.8531650746174,165.85,0.05,SAV,0.3288,0.106,0.2806,0.2847,240,40,10,Female,18-24,$14300??19800,Bachelor's degree,3,Yes,High,Rarely,Yes,No,Yes,Social Sciences,Kowloon,0,21,17050,3,3,1,3,1,1,0,1,3,2,Scenario_4.1
2220,707091,22.292577,113.9395788,713806,22.3483265,114.2546171,31.27053305640741,28598,13,64,"[707091, 713806]",[31.27],2084.702203760494,217.91,0.05,SAV,0.5102,0.0631,0.3254,0.1013,50,35,3,Male,25-34,$10400??14300,Some college/Associate,1,Yes,High,Very often,No,Yes,Yes,Science/Technology,Kowloon,1,29,12350,2,1,1,3,4,0,1,1,4,2,Scenario_4.2
2221,709643,22.2869168,114.1422889,714009,22.279413,114.229357,10.288830142421434,21885,43,63,"[709643, 714009]",[10.29],685.9220094947622,78.38,0.05,SAV,0.5271,0.0934,0.2883,0.0912,40,16,5,Female,18-24,$19800??31100,High school or below,1,No,Low,Often,Yes,No,Yes,Science/Technology,Kowloon,0,21,25450,1,1,0,1,3,1,0,1,4,2,Scenario_4.4
2222,709290,22.2781447,114.2274804,715342,22.3030217,113.9309431,37.41302099852141,25915,63,14,"[709290, 715342]",[37.41],2494.2013999014275,264.93,0.05,SAV,0.4047,0.1026,0.3689,0.1238,50,35,3,Male,18-24,$10400??14300,High school or below,1,Yes,High,Rarely,Yes,No,Yes,Business/Finance,Tuen Mun,1,21,12350,1,1,1,3,1,1,0,1,2,8,Scenario_4.2
2223,708789,22.4260373,114.0313236,716672,22.3258642,114.2019084,36.91312029282646,31678,36,54,"[708789, 716672]",[36.91],2460.8746861884306,314.38,0.05,SAV,0.2775,0.2787,0.2691,0.1748,240,40,10,Male,35-44,$48500 or more,Bachelor's degree,3,Yes,Medium,Very often,Yes,No,Yes,Other,New Territories East,1,39,60000,3,3,1,2,4,1,0,1,6,3,Scenario_4.1
2224,711858,22.3210011,114.2334719,716325,22.3462408,114.1246784,11.536415641495303,34234,64,44,"[711858, 716325]",[11.54],769.0943760996869,107.36,0.05,SAV,0.6995,0.1338,0.1216,0.045,50,35,3,Female,Under 18,$48500 or more,Some college/Associate,1,Yes,Medium,Sometimes,Yes,No,Yes,Social Sciences,Tsuen Wan,0,16,60000,2,1,1,2,2,1,0,1,3,9,Scenario_4.2
2225,713737,22.338485,114.2452042,722017,22.4061311,114.222765,7.867829383694473,21882,64,66,"[713737, 722017]",[7.87],524.5219589129649,50.01,0.05,SAV,0.0795,0.1303,0.3922,0.3979,240,40,10,Male,55-64,Less than $10400,High school or below,3,Yes,Medium,Sometimes,Yes,No,Yes,Social Sciences,Sai Kung,1,59,5200,1,3,1,2,2,1,0,1,3,6,Scenario_4.1
2226,709756,22.2690454,114.1935682,713629,22.3407888,114.1612186,8.643835398597542,31155,53,54,"[709756, 713629]",[8.64],576.2556932398361,65.81,0.05,SAV,0.6245,0.1257,0.1828,0.067,50,35,3,Female,18-24,$31100??48500,Bachelor's degree,1,Yes,Medium,Sometimes,Yes,No,Yes,Science/Technology,Sha Tin,0,21,39800,3,1,1,2,2,1,0,1,4,7,Scenario_4.2
2227,713422,22.4342911,113.9844751,718688,22.3178426,114.2269476,38.55669901835788,23286,26,64,"[713422, 718688]",[38.56],2570.4466012238586,271.66,0.05,SAV,0.5065,0.0815,0.2245,0.1875,240,40,10,Female,18-24,$10400??14300,Graduate degree,2,Yes,High,Rarely,Yes,Yes,Yes,Social Sciences,Kowloon,0,21,12350,4,2,1,3,1,1,1,1,3,2,Scenario_4.1
2228,710415,22.3681984,114.1278337,713211,22.28793,114.217271,12.817614384373096,31913,45,53,"[710415, 713211]",[12.82],854.5076256,96.97,0.05,SAV,0.358,0.1511,0.2722,0.2186,20,7,3,Female,18-24,$14300??19800,Some college/Associate,3,Yes,High,Never,Yes,No,Yes,Business/Finance,Hong Kong Island,0,21,17050,2,3,1,3,0,1,0,1,2,1,Scenario_4.3
2229,710860,22.2846355,114.145969,719845,22.3423301,114.1990573,8.424995400953124,31907,43,54,"[710860, 719845]",[8.42],561.6663600635417,66.12,0.05,SAV,0.3132,0.1983,0.2857,0.2028,50,35,3,Female,35-44,$19800??31100,Bachelor's degree,4,Yes,High,Rarely,Yes,No,Yes,Engineering/Architecture,New Territories East,0,39,25450,3,4,1,3,1,1,0,1,1,3,Scenario_4.2
2230,711886,22.4069308,113.971353,719701,22.3865265,113.9810389,2.4777571732328227,32910,26,25,"[711886, 719701]",[2.48],165.18381154885486,20.5,0.05,SAV,0.2157,0.189,0.3248,0.2705,50,35,3,Male,25-34,$19800??31100,High school or below,3,Yes,Medium,Never,Yes,No,Yes,Engineering/Architecture,New Territories East,1,29,25450,1,3,1,2,0,1,0,1,1,3,Scenario_4.2
2231,717938,22.3171704,114.2082836,713991,22.370989,114.268553,14.850604477658466,31014,54,65,"[717938, 713991]",[14.85],990.0402985105644,107.95,0.05,SAV,0.5727,0.1202,0.2051,0.102,40,16,5,Female,18-24,$31100??48500,Bachelor's degree,3,Yes,High,Sometimes,No,No,Yes,Engineering/Architecture,Hong Kong Island,0,21,39800,3,3,1,3,2,0,0,1,1,1,Scenario_4.4
2232,709112,22.3224033,114.250032,716796,22.2770816,114.1946536,6.324729983346412,29145,64,53,"[709112, 716796]",[6.32],421.6486655564275,49.24,0.05,SAV,0.3687,0.0896,0.3764,0.1653,20,7,3,Female,18-24,$10400??14300,High school or below,2,No,Low,Sometimes,Yes,No,Yes,Business/Finance,New Territories East,0,21,12350,1,2,0,1,2,1,0,1,2,3,Scenario_4.3
2233,714632,22.3713128,114.2634183,717614,22.4373078,114.1654035,14.376996806767938,23554,65,56,"[714632, 717614]",[14.38],958.4664537845292,109.87,0.05,SAV,0.6648,0.0666,0.2362,0.0324,40,16,5,Female,35-44,$14300??19800,Bachelor's degree,1,No,High,Often,Yes,Yes,Yes,Engineering/Architecture,New Territories East,0,39,17050,3,1,0,3,3,1,1,1,1,3,Scenario_4.4
2234,711422,22.4419061,114.1320776,719206,22.471083,114.0021225,14.421967038663405,27302,46,27,"[711422, 719206]",[14.42],961.4644692442271,110.2,0.05,SAV,0.24,0.2451,0.1687,0.3462,40,16,5,Female,35-44,$19800??31100,Bachelor's degree,4,Yes,Low,Never,Yes,Yes,Yes,Business/Finance,New Territories East,0,39,25450,3,4,1,1,0,1,1,1,2,3,Scenario_4.4
2235,719277,22.3618881,114.1743938,721960,22.4434464,114.0170304,18.545964300767245,29331,55,36,"[719277, 721960]",[18.55],1236.3976200511497,140.51,0.05,SAV,0.1605,0.1195,0.3974,0.3225,240,40,10,Male,35-44,$10400??14300,Some college/Associate,2,Yes,Low,Sometimes,Yes,No,Yes,Social Sciences,Sai Kung,1,39,12350,2,2,1,1,2,1,0,1,3,6,Scenario_4.1
2236,711877,22.3691562,113.9953836,718165,22.2710186,114.1301484,17.64220046,23482,25,43,"[711877, 718165]",[17.64],1176.1466972212133,126.58,0.05,SAV,0.3292,0.1074,0.3692,0.1942,240,40,10,Female,45-54,$14300??19800,Bachelor's degree,1,Yes,High,Sometimes,No,No,Yes,Arts/Humanities,New Territories West,0,49,17050,3,1,1,3,2,0,0,1,5,4,Scenario_4.1
2237,715970,22.4360075,114.0250076,715087,22.4933792,114.0693225,7.862412945520344,34224,36,37,"[715970, 715087]",[7.86],524.1608630346896,60.86,0.05,SAV,0.1534,0.2056,0.2518,0.3892,20,7,3,Female,45-54,$19800??31100,High school or below,3,Yes,Low,Never,No,No,Yes,Business/Finance,Sha Tin,0,49,25450,1,3,1,1,0,0,0,1,2,7,Scenario_4.3
2238,713779,22.3019959,114.2871744,716078,22.2770476,114.163926,8.674393738821685,26088,64,53,"[713779, 716078]",[8.67],578.2929159214457,77.11,0.05,SAV,0.5546,0.221,0.127,0.0974,40,16,5,Female,35-44,$48500 or more,Bachelor's degree,2,Yes,Low,Rarely,No,Yes,Yes,Engineering/Architecture,New Territories West,0,39,60000,3,2,1,1,1,0,1,1,1,4,Scenario_4.4
2239,713707,22.3557372,114.1038521,722211,22.2821367,114.1918557,12.20348051976115,28670,45,53,"[713707, 722211]",[12.20],813.5653679840767,114.4,0.05,SAV,0.4008,0.2883,0.1325,0.1783,50,35,3,Female,35-44,$48500 or more,High school or below,5+,Yes,High,Often,Yes,Yes,Yes,Business/Finance,Islands,0,39,60000,1,5,1,3,3,1,1,1,2,5,Scenario_4.2
2240,715339,22.3212553,114.2582688,723181,22.4414147,114.1736622,29.39863022255034,25075,64,56,"[715339, 723181]",[29.40],1959.908681503356,207.43,0.05,SAV,0.319,0.0878,0.5116,0.0815,50,35,3,Male,35-44,$14300??19800,Bachelor's degree,1,No,High,Rarely,No,No,Yes,Business/Finance,Tuen Mun,1,39,17050,3,1,0,3,1,0,0,1,2,8,Scenario_4.2
2241,721265,22.4048657,113.9790361,720747,22.384714,114.1897215,27.852273799370384,22301,26,55,"[721265, 720747]",[27.85],1856.818253291359,208.71,0.05,SAV,0.1456,0.1305,0.2149,0.509,50,35,3,Male,18-24,$10400??14300,Some college/Associate,5+,Yes,Medium,Rarely,Yes,Yes,Yes,Social Sciences,New Territories East,1,21,12350,2,5,1,2,1,1,1,1,3,3,Scenario_4.2
2242,720839,22.370626,114.125774,721877,22.4293922,114.2630129,15.548585563015743,32434,45,66,"[720839, 721877]",[15.55],1036.5723708677162,118.48,0.05,SAV,0.2214,0.0925,0.5857,0.1004,240,40,10,Male,45-54,$10400??14300,Graduate degree,2,No,High,Sometimes,Yes,No,Yes,Engineering/Architecture,New Territories West,1,49,12350,4,2,0,3,2,1,0,1,1,4,Scenario_4.1
2243,718685,22.3308617,114.1602617,718764,22.4919627,114.1406163,28.730976564981745,24287,54,47,"[718685, 718764]",[28.73],1915.3984376654496,213.87,0.05,SAV,0.3719,0.1117,0.3769,0.1395,50,35,3,Male,18-24,$14300??19800,Bachelor's degree,2,Yes,Medium,Often,Yes,No,Yes,Science/Technology,New Territories East,1,21,17050,3,2,1,2,3,1,0,1,4,3,Scenario_4.2
